Date/Time(America/Paramaribo);Water_level_diver(mm)
21-5-2024 22:00;461.33
21-5-2024 23:00;460.33
22-5-2024 00:00;461.58
22-5-2024 01:00;461.17
22-5-2024 02:00;459.92
22-5-2024 03:00;464.92
22-5-2024 04:00;464.25
22-5-2024 05:00;461.83
22-5-2024 06:00;464.67
22-5-2024 07:00;459.67
22-5-2024 08:00;462.83
22-5-2024 09:00;461.67
22-5-2024 10:00;453.33
22-5-2024 11:00;458.5
22-5-2024 12:00;456.25
22-5-2024 13:00;451.83
22-5-2024 14:00;453.08
22-5-2024 15:00;455.42
22-5-2024 16:00;463.33
22-5-2024 17:00;459.75
22-5-2024 18:00;465.25
22-5-2024 19:00;461.75
22-5-2024 20:00;464.75
22-5-2024 21:00;461.08
22-5-2024 22:00;461.58
22-5-2024 23:00;457.08
23-5-2024 00:00;454.83
23-5-2024 01:00;459
23-5-2024 02:00;456.75
23-5-2024 03:00;458.42
23-5-2024 04:00;455.5
23-5-2024 05:00;457.33
23-5-2024 06:00;461.17
23-5-2024 07:00;456.83
23-5-2024 08:00;456.92
23-5-2024 09:00;455.83
23-5-2024 10:00;459.75
23-5-2024 11:00;454.25
23-5-2024 12:00;457.25
23-5-2024 13:00;447.58
23-5-2024 14:00;462.5
23-5-2024 15:00;462.75
23-5-2024 16:00;462.33
23-5-2024 17:00;466.17
23-5-2024 18:00;464.75
23-5-2024 19:00;463.92
23-5-2024 20:00;461.33
23-5-2024 21:00;459.75
23-5-2024 22:00;460.42
23-5-2024 23:00;462.33
24-5-2024 00:00;458.25
24-5-2024 01:00;457.25
24-5-2024 02:00;461.33
24-5-2024 03:00;462.58
24-5-2024 04:00;457.42
24-5-2024 05:00;468.42
24-5-2024 06:00;454.67
24-5-2024 07:00;463.92
24-5-2024 08:00;462.08
24-5-2024 09:00;460.33
24-5-2024 10:00;465.58
24-5-2024 11:00;464.83
24-5-2024 12:00;462.67
24-5-2024 13:00;457.75
24-5-2024 14:00;458.83
24-5-2024 15:00;456.33
24-5-2024 16:00;460.92
24-5-2024 17:00;460.17
24-5-2024 18:00;459.83
24-5-2024 19:00;464.33
24-5-2024 20:00;466.25
24-5-2024 21:00;468.42
24-5-2024 22:00;464.5
24-5-2024 23:00;465.17
25-5-2024 00:00;460.42
25-5-2024 01:00;466.67
25-5-2024 02:00;467.33
25-5-2024 03:00;472.08
25-5-2024 04:00;477.58
25-5-2024 05:00;478.17
25-5-2024 06:00;468.75
25-5-2024 07:00;478.17
25-5-2024 08:00;471.92
25-5-2024 09:00;476.92
25-5-2024 10:00;472.92
25-5-2024 11:00;467.17
25-5-2024 12:00;466.25
25-5-2024 13:00;459.67
25-5-2024 14:00;462.75
25-5-2024 15:00;463.5
25-5-2024 16:00;462.67
25-5-2024 17:00;461.33
25-5-2024 18:00;461.25
25-5-2024 19:00;463.83
25-5-2024 20:00;463.25
25-5-2024 21:00;457.83
25-5-2024 22:00;461.83
25-5-2024 23:00;461
26-5-2024 00:00;462.42
26-5-2024 01:00;455.83
26-5-2024 02:00;455.42
26-5-2024 03:00;455.33
26-5-2024 04:00;460.33
26-5-2024 05:00;459.25
26-5-2024 06:00;458.08
26-5-2024 07:00;465.25
26-5-2024 08:00;460.08
26-5-2024 09:00;455.17
26-5-2024 10:00;455.75
26-5-2024 11:00;455.42
26-5-2024 12:00;454.92
26-5-2024 13:00;446.58
26-5-2024 14:00;447.5
26-5-2024 15:00;447.17
26-5-2024 16:00;448.92
26-5-2024 17:00;452.25
26-5-2024 18:00;451.42
26-5-2024 19:00;455.33
26-5-2024 20:00;455
26-5-2024 21:00;454.17
26-5-2024 22:00;453.33
26-5-2024 23:00;452
27-5-2024 00:00;448.58
27-5-2024 01:00;445.42
27-5-2024 02:00;446
27-5-2024 03:00;449.25
27-5-2024 04:00;450.42
27-5-2024 05:00;451.17
27-5-2024 06:00;452.33
27-5-2024 07:00;450.92
27-5-2024 08:00;446.17
27-5-2024 09:00;446.42
27-5-2024 10:00;445.5
27-5-2024 11:00;445.33
27-5-2024 12:00;446.83
27-5-2024 13:00;450.33
27-5-2024 14:00;451.17
27-5-2024 15:00;449.75
27-5-2024 16:00;455.67
27-5-2024 17:00;455.08
27-5-2024 18:00;463.25
27-5-2024 19:00;462.25
27-5-2024 20:00;467.5
27-5-2024 21:00;463.83
27-5-2024 22:00;470.42
27-5-2024 23:00;469.33
28-5-2024 00:00;471.58
28-5-2024 01:00;470.92
28-5-2024 02:00;474.25
28-5-2024 03:00;482.25
28-5-2024 04:00;489
28-5-2024 05:00;487.58
28-5-2024 06:00;489.92
28-5-2024 07:00;497.33
28-5-2024 08:00;493.25
28-5-2024 09:00;488.83
28-5-2024 10:00;481.33
28-5-2024 11:00;485.08
28-5-2024 12:00;482.92
28-5-2024 13:00;488.83
28-5-2024 14:00;481.08
28-5-2024 15:00;486.08
28-5-2024 16:00;484.08
28-5-2024 17:00;481.08
28-5-2024 18:00;484
28-5-2024 19:00;479.92
28-5-2024 20:00;478.92
28-5-2024 21:00;478.08
28-5-2024 22:00;476.92
28-5-2024 23:00;475.5
29-5-2024 00:00;472.17
