Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 29/05/2024
TIME       : 11:54:59
FILENAME   : C:\Users\User\AppData\Roaming\DiverOffice\Makandra project\CSV\VEI_EX651_240529115459_EX651.CSV
CREATED BY : Diver-Office 12.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =TD-Diver=19
  Status                  =Started =0
  Serial number           =..00-EX651  219.
  Instrument number       =          UTC-3     
                          =0
  Location                =VEI_EX651
  Sample period           =H01
  Sample method           =T   
  Number of channels      =2
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Series settings]
  Serial number           =..00-EX651  219.
  Instrument number       =          UTC-3     
  Location                =VEI_EX651
  Sample period           =00 01:00:00 0
  Sample method           =T   
  Start date / time       =19:16:18 11/04/24
  End date / time         =19:16:11 29/05/24
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


Date/time,Druk[cmH2O],Temperatuur[°C]
2024/05/01 16:16:19,1149.817,28.093
2024/05/01 17:16:19,1149.233,28.130
2024/05/01 18:16:19,1149.117,28.117
2024/05/01 19:16:19,1149.933,28.147
2024/05/01 20:16:19,1150.925,28.140
2024/05/01 21:16:19,1151.508,28.187
2024/05/01 22:16:19,1152.092,28.170
2024/05/01 23:16:19,1152.500,28.180
2024/05/02 00:16:19,1151.508,28.203
2024/05/02 01:16:19,1150.808,28.227
2024/05/02 02:16:19,1149.817,28.187
2024/05/02 03:16:19,1149.408,28.147
2024/05/02 04:16:19,1149.117,28.147
2024/05/02 05:16:19,1149.525,28.070
2024/05/02 06:16:19,1150.108,28.060
2024/05/02 07:16:19,1150.400,28.000
2024/05/02 08:16:19,1151.392,28.000
2024/05/02 09:16:19,1151.683,28.013
2024/05/02 10:16:19,1152.792,28.070
2024/05/02 11:16:19,1153.783,28.107
2024/05/02 12:16:19,1152.208,28.123
2024/05/02 13:16:19,1151.217,28.140
2024/05/02 14:16:19,1152.792,28.250
2024/05/02 15:16:19,1152.792,28.257
2024/05/02 16:16:19,1152.500,28.273
2024/05/02 17:16:19,1151.917,28.273
2024/05/02 18:16:19,1151.917,28.310
2024/05/02 19:16:19,1152.908,28.380
2024/05/02 20:16:19,1153.900,28.310
2024/05/02 21:16:19,1154.192,28.327
2024/05/02 22:16:19,1154.483,28.310
2024/05/02 23:16:19,1155.067,28.233
2024/05/03 00:16:19,1154.892,28.140
2024/05/03 01:16:19,1154.658,28.047
2024/05/03 02:16:19,1153.492,28.023
2024/05/03 03:16:19,1153.083,27.960
2024/05/03 04:16:19,1153.083,27.880
2024/05/03 05:16:19,1153.492,27.827
2024/05/03 06:16:19,1154.367,27.687
2024/05/03 07:16:19,1155.067,27.680
2024/05/03 08:16:19,1155.067,27.703
2024/05/03 09:16:19,1155.767,27.703
2024/05/03 10:16:19,1156.642,27.757
2024/05/03 11:16:19,1156.350,27.763
2024/05/03 12:16:19,1155.358,27.773
2024/05/03 13:16:19,1154.192,27.820
2024/05/03 14:16:19,1153.783,27.773
2024/05/03 15:16:19,1152.792,27.850
2024/05/03 16:16:19,1152.092,27.867
2024/05/03 17:16:19,1152.092,27.903
2024/05/03 18:16:19,1152.383,27.937
2024/05/03 19:16:19,1152.792,27.903
2024/05/03 20:16:19,1153.200,27.967
2024/05/03 21:16:19,1154.367,27.967
2024/05/03 22:16:19,1154.367,27.990
2024/05/03 23:16:19,1154.892,28.013
2024/05/04 00:16:19,1154.483,28.013
2024/05/04 01:16:19,1154.192,28.030
2024/05/04 02:16:19,1154.483,28.047
2024/05/04 03:16:19,1154.075,28.077
2024/05/04 04:16:19,1154.367,28.093
2024/05/04 05:16:19,1155.475,28.093
2024/05/04 06:16:19,1156.467,28.070
2024/05/04 07:16:19,1157.167,28.023
2024/05/04 08:16:19,1157.458,28.047
2024/05/04 09:16:19,1158.042,28.100
